"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1054","Verify homepage loads successfully","","Mon Mar 17 11:58:16 EET 2025","passed","Mon Mar 17 11:58:17 EET 2025","","homePage.spec.js","",""
