"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4036","User can login with valid credentials","","Tue Mar 18 01:13:28 UTC 2025","passed","Tue Mar 18 01:13:32 UTC 2025","","login.spec.js","",""
"","3796","User can log out successfully","","Tue Mar 18 01:13:31 UTC 2025","passed","Tue Mar 18 01:13:35 UTC 2025","","logout.spec.js","",""
"","4303","Search yields results for valid query","","Tue Mar 18 01:13:35 UTC 2025","passed","Tue Mar 18 01:13:39 UTC 2025","","search.spec.js","",""
"","3314","Search displays message for no results","","Tue Mar 18 01:13:39 UTC 2025","passed","Tue Mar 18 01:13:42 UTC 2025","","search.spec.js","",""
"","4195","User gets error message on un successful register","","Tue Mar 18 01:13:32 UTC 2025","passed","Tue Mar 18 01:13:36 UTC 2025","","register.spec.js","",""
"","2671","Verify homepage loads successfully","","Tue Mar 18 01:13:28 UTC 2025","passed","Tue Mar 18 01:13:30 UTC 2025","","homePage.spec.js","",""
